"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-18",,,"63","H,,S",,,"54",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-19",,,"62","H,,S",,,"54",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-20",,,"61","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-21",,,"64","H,,S",,,"52",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-22",,,"65","H,,S",,,"56",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-23",,,"63","H,,S",,,"58",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-24",,,"64","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-25",,,"60","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-26",,,"49","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-27",,,"53","H,,S",,,"40",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-28",,,"57","H,,S",,,"45",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-29","0.07",",,S","52","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-30","0.00",",,S","53","H,,S",,,"41",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-10-31",,,"61","H,,S",,,"47",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-01",,,"57","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-02",,,"57","H,,S",,,"47",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-03",,,"58","H,,S",,,"49",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-04",,,"56","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-05",,,"54","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-06",,,"52","H,,S",,,"43",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-07",,,"48","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-08",,,"45","H,,S",,,"34",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-09",,,"50","H,,S",,,"38",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-10",,,"51","H,,S",,,"43",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-11","0.51",",,S","51","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-12","0.00",",,S","49","H,,S",,,"41",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-13",,,"42","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-14","0.30",",,S","36","H,,S",,,"27",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-15","0.44",",,S","42","H,,S",,,"35",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-16","0.30",",,S","45","H,,S",,,"39",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-17","0.00",",,S","48","H,,S",,,"42",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-18","1.41",",,S","36","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-19","0.00",",,S","32","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-20",,,"34","H,,S",,,"24",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-21",,,"42","H,,S",,,"28",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-22",,,"51","H,,S",,,"37",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-23",,,"54","H,,S",,,"46",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-24",,,"46","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-25","0.15",",,S","36","H,,S",,,"30",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-26","0.00",",,S","44","H,,S",,,"34",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-27",,,"36","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-28",,,"38","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-29",,,"35","H,,S",,,"26",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-11-30",,,"42","H,,S",,,"29",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-01","0.00",",,S","38","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-02","0.13",",,S","30","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-03","0.00",",,S","35","H,,S",,,"23",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-04","0.02",",,S","34","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-05","0.00",",,S","21","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-06",,,"24","H,,S",,,"13",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-07",,,"28","H,,S",,,"22",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-08","0.00",",,S","32","H,,S",,,"22",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-09","0.00",",,S","41","H,,S",,,"30",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-10","0.07",",,S","48","H,,S",,,"43",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-11","0.01",",,S","38","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-12","0.00",",,S","30","H,,S",,,"26",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-13",,,"39","H,,S",,,"25",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-14","0.04",",,S","36","H,,S",,,"32",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-15","0.00",",,S","42","H,,S",,,"33",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-16",,,"49","H,,S",,,"36",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-17","0.38",",,S","42","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-18","0.00",",,S","32","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-19","0.00",",,S","31","H,,S",,,"24",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-20",,,"28","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-21",,,"32","H,,S",,,"23",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-22","0.02",",,S","41","H,,S",,,"33",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-23","0.13",",,S","35","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-24","0.00",",,S","33","H,,S",,,"27",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-25",,,"38","H,,S",,,"27",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-26","0.00",",,S","32","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-27","0.01",",,S","29","H,,S",,,"24",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-28","0.00",",,S","36","H,,S",,,"26",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-29",,,"40","H,,S",,,"34",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-30","0.06",",,S","31","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2019-12-31","0.01",",,S","20","H,,S",,,"12",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-01",,,"43","H,,S",,,"34",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-02","0.01",",,S","40","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-03","0.00",",,S","39","H,,S",,,"31",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-04",,,"39","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-05",,,"42","H,,S",,,"34",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-06",,,"42","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-07",,,"42","H,,S",,,"35",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-08",,,"42","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-09","0.00",",,S","33","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-10","0.00",",,S","26","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-11",,,"32","H,,S",,,"20",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-12","0.01",",,S","28","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-13","0.00",",,S","22","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-14","0.02",",,S","19","H,,S",,,"16",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-15","0.00",",,S","24","H,,S",,,"16",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-16",,,"28","H,,S",,,"20",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-17",,,"33","H,,S",,,"23",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-18",,,"32","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-19",,,"31","H,,S",,,"25",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-20","0.17",",,S","23","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-21","1.57",",,S","26","H,,S",,,"18",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-22","0.17",",,S","18","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-23","0.00",",,S","18","H,,S",,,"12",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-24",,,"22","H,,S",,,"16",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-25",,,"26","H,,S",,,"16",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-26",,,"34","H,,S",,,"22",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-27","0.16",",,S","26","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-28","0.00",",,S","33","H,,S",,,"20",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-29","1.97",",,S","31","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-30","0.28",",,S","21","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-01-31","0.00",",,S","26","H,,S",,,"17",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-01",,,"25","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-02",,,"33","H,,S",,,"19",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-03",,,"36","H,,S",,,"32",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-04",,,"36","H,,S",,,"31",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-05",,,"33","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-06","0.07",",,S","29","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-07","0.00",",,S","29","H,,S",,,"25",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-08",,,"28","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-09",,,"23","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-10",,,"22","H,,S",,,"18",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-11",,,"26","H,,S",,,"20",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-12",,,"31","H,,S",,,"23",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-13",,,"35","H,,S",,,"26",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-14",,,"33","H,,S",,,"29",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-15",,,"37","H,,S",,,"28",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-16",,,"44","H,,S",,,"34",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-17","0.16",",,S","29","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-18","0.00",",,S","31","H,,S",,,"22",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-19",,,"39","H,,S",,,"29",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-20","0.20",",,S","25","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-21","0.00",",,S","33","H,,S",,,"21",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-22","0.01",",,S","33","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-23","0.20",",,S","29","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-24","0.00",",,S","33","H,,S",,,"26",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-25",,,"38","H,,S",,,"29",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-26",,,"38","H,,S",,,"32",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-27",,,"39","H,,S",,,"32",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-02-28",,,"43","H,,S",,,"33",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-01",,,"40","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-02",,,"34","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-03",,,"40","H,,S",,,"30",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-04",,,"42","H,,S",,,"35",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-05",,,"39","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-06",,,"32","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-07",,,"29","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-08",,,"35","H,,S",,,"26",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-09",,,"40","H,,S",,,"30",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-10",,,"41","H,,S",,,"35",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-11",,,"45","H,,S",,,"35",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-12",,,"44","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-13",,,"42","H,,S",,,"36",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-14",,,"42","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-15",,,"41","H,,S",,,"35",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-16",,,"42","H,,S",,,"34",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-17",,,"45","H,,S",,,"36",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-18",,,"46","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-19",,,"51","H,,S",,,"39",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-20",,,"47","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-21",,,"44","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-22",,,"45","H,,S",,,"37",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-23",,,"47","H,,S",,,"41",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-24",,,"47","H,,S",,,"41",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-25",,,"43","H,,S",,,"40",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-26",,,"43","H,,S",,,"40",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-27",,,"43","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-28",,,"44","H,,S",,,"40",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-29",,,"46","H,,S",,,"39",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-30",,,"50","H,,S",,,"41",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-03-31","0.01",",,S","47","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-01","0.02",",,S","46","H,,S",,,"40",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-02","0.00",",,S","48","H,,S",,,"41",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-03",,,"50","H,,S",,,"43",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-04",,,"56","H,,S",,,"45",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-05","1.11","B,,S","52","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-06","1.65",",,S","47","H,,S",,,"47",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-07","0.00",",,S","52","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-08",,,"50","H,,S",,,"44",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-09",,,"58","H,,S",,,"48",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-10",,,"59","H,,S",,,"52",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-11",,,"55","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-12",,,"50","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-13",,,"54","H,,S",,,"45",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-14",,,"53","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-15",,,"58","H,,S",,,"50",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-16",,,"61","H,,S",,,"50",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-17",,,"56","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-18",,,"52","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-19",,,"54","H,,S",,,"48",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-20",,,"53","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-21",,,"53","H,,S",,,"47",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-22",,,"56","H,,S",,,"47",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-23",,,"56","H,,S",,,"49",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-24",,,"59","H,,S",,,"50",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-25",,,"56","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-26",,,"56","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-27",,,"55","H,,S",,,"49",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-28",,,"55","H,,S",,,"49",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-29",,,"61","H,,S",,,"50",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-04-30",,,"61","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-01",,,"63","H,,S",,,"52",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-02",,,"64","H,,S",,,"54",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-03",,,"67","H,,S",,,"57",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-04",,,"67","H,,S",,,"58",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-05",,,"63","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-06",,,"56","H,,S",,,"51",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-07",,,"59","H,,S",,,"52",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-08",,,"62","H,,S",,,"54",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-09",,,"60","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-10",,,"59","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-11",,,"66","H,,S",,,"56",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-12",,,"61","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-13",,,"59","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-14",,,"59","H,,S",,,"53",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-15",,,"59","H,,S",,,"55",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-16",,,"60","H,,S",,,"55",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-17",,,"63","H,,S",,,"55",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-18",,,"66","H,,S",,,"57",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-19",,,"66","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-20",,,"66","H,,S",,,"59",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-21",,,"67","H,,S",,,"60",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-22",,,"68","H,,S",,,"60",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-23",,,"65","H,,S",,,"62",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-24","0.17",",,S","66","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-25","0.00",",,S","64","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-26",,,"63","H,,S",,,"55",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-27",,,"64","H,,S",,,"58",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-28",,,"68","H,,S",,,"59",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-29",,,"68","H,,S",,,"63",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-30",,,"69","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-05-31",,,"70","H,,S",,,"60",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-01",,,"70","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-02",,,"67","H,,S",,,"61",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-03",,,"67","H,,S",,,"61",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-04",,,"69","H,,S",,,"61",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-05",,,"74","H,,S",,,"63",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-06",,,"65","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-07","0.70","B,,S","63","H,,S",,,"60",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-08","0.02",",,S","66","H,,S",,,"61",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-09","0.00",",,S","67","H,,S",,,"63",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-10",,,"67","H,,S",,,"59",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-11",,,"72","H,,S",,,"60",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-12",,,"70","H,,S",,,"65",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-13",,,"67","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-14",,,"67","H,,S",,,"63",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-15",,,"70","H,,S",,,"63",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-16",,,"73","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-17",,,"71","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-18",,,"71","H,,S",,,"66",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-19",,,"73","H,,S",,,"66",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-20",,,"75","H,,S",,,"67",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-21",,,"73","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-22",,,"74","H,,S",,,,
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-23",,,"76","H,,S",,,"68",",,S"
"KS000047112","INCHEON, KS","37.467","126.633","70.0","2017-06-24",,,"72","H,,S",,,,
